"COU","Pays","POL","Polluant","VAR","Variable","YEA","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,489528.649,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,497352.025,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,501000.843,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,501128.976,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,518408.438,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,524811.845,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,529240.641,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,535807.552,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,538590.714,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,541475.792,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,536893.738,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,538663.878,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,541899.74,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,532267.335,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,526711.78,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,534936.017,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,543976.812,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,550874.868,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,552484.025,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,546200.224,,
"AUS","Australie","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,527737.048,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,80085.028,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,83989.24,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,85747.074,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,91209.62,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,90856.236,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,92029.497,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,89606.98,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,86841.362,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,86259.02,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79584.522,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,84150.225,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,82007.46,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79309.941,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79772.019,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,76235.152,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,78486.743,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79468.297,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,81792.156,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,78558.027,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79740.738,,
"AUT","Autriche","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,73592.017,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,148879.161,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,147320.471,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,147403.727,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,147701.437,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,148537.134,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,145549.733,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,142712.581,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,139072.47,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,138989.568,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,126354.108,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,133645.767,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,123133.69,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,120361.604,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,120458.32,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,114768.436,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,118955.466,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,117417.881,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,117097.878,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,117594.04,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,116448.185,,
"BEL","Belgique","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,106433.258,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,726987.283,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,718320.043,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,724281.13,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,743286.854,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,745194.047,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,741182.843,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,734586.99,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,756833.258,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,739063.152,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,697734.945,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,709654.061,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,720820.931,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,725587.102,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,732162.302,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,729599.783,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,732536.872,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,715095.857,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,725015.647,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,740006.27,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,738283.446,,
"CAN","Canada","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,672354.022,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,149594.368,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,149698.637,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,146096.996,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,149239.927,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,150302.642,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,148097.96,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,149370.878,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,151128.299,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,146108.236,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,136747.68,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,139549.874,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,138116.485,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,134176.042,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,128913.027,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,126728.251,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,128158.542,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,129495.193,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,130553.184,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,128733.423,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,122895.334,,
"CZE","République tchèque","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,112788.578,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,72100.872,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,73820.461,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,73239.917,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,78316.449,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,72333.084,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,67944.27,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,75696.14,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,71086.703,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,67493.877,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,64703.088,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,65011.358,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,59786.038,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,55194.774,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,56919.35,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,52740.341,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,50125.456,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,52158.395,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,50038.344,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,49963.805,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,46145.429,,
"DNK","Danemark","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2020","2020","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,43457.975,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2000","2000","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,70130.084,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2001","2001","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,75462.55,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2002","2002","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,77894.207,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2003","2003","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,85529.772,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2004","2004","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,81823.59,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2005","2005","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,69849.499,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2006","2006","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,81206.918,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2007","2007","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,79565.727,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2008","2008","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,71466.308,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2009","2009","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,67794.606,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2010","2010","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,75602.475,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2011","2011","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,67835.63,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2012","2012","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,62290.099,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2013","2013","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,62724.309,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2014","2014","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,58546.374,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2015","2015","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,54970.871,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2016","2016","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,57868.14,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2017","2017","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,55056.069,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2018","2018","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,56125.121,,
"FIN","Finlande","GHG","Gazs à effet de serre","TOTAL","Emissions totales exluant l'UTCF","2019","2019","T_CO2_EQVT","Tonnes d'équivalent CO2","3","Milliers",,,52734.655,,
