"LOCATION","Pays","SUBJECT","Sujet","MEASURE","Mesure","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,14904.066549,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,15389.923401,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,15025.625641,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,15564.539485,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,16097.751043,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,16662.72051,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,16861.46434,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,17238.027123,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,17649.314837,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,18171.908577,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,18709.918735,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,18983.883391,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,19233.940717,,
"CRI","Costa Rica","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,18219.900837,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,9664.732884,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,10360.003114,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,11030.22519,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,11675.170897,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,12503.028533,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,13456.641946,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,14448.354206,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,15479.628224,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,16504.730504,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,16045.255514,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,16402.585566,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,17171.052789,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,17401.18217,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,17400.760483,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,17669.150215,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,18391.834846,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,19084.301424,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,19755.217341,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,20432.569425,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,21407.714184,,
"BGR","Bulgarie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,20591.754272,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,17234.4423,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,18401.094123,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,19437.111231,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,20510.914048,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,21351.372941,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,22252.397746,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,23343.680503,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,24491.247519,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,24966.273371,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,23172.816289,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,22936.09276,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,22988.408961,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,22538.188248,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,22533.345305,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,22552.993966,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,23276.854937,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,24304.431626,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,25393.397053,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,26378.805975,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,27456.096931,,
"HRV","Croatie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,25356.086093,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,10960.887685,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,11546.649358,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,12617.668153,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,12973.764008,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,14408.509196,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,15174.620573,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,16490.35895,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,17946.393474,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,19946.401157,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,19003.555381,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,18370.998133,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,18813.280897,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,19280.914578,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,20079.548935,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,20879.626389,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,21598.495983,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,22747.196091,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,24553.568762,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,25805.295607,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,27026.05487,,
"ROU","Roumanie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,26156.737627,,
