"LOCATION","Pays","SUBJECT","Sujet","MEASURE","Mesure","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,37962.624811,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,38975.040701,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,39733.167292,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,40935.075276,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,41776.958766,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,42402.64145,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,43414.579629,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,44150.704978,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,44084.170086,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,44137.777583,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,44495.643207,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,45594.057296,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,45960.265247,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,46341.214064,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,46637.881597,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,47226.759741,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,47555.95815,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,48109.641816,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,48405.056099,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,47649.922691,,
"AUS","Australie","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,48094.334087,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,43826.217496,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,44212.001726,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,44720.715515,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,44940.879463,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,45880.729416,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,46591.873977,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,47952.415642,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,49576.458113,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,50141.196925,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,48138.232374,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,48907.740266,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,50172.404737,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,50287.336178,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,49998.030843,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,49935.741179,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,49942.05633,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,50292.869087,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,51105.598782,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,52092.588383,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,52645.177089,,
"AUT","Autriche","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,49030.929325,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,40193.01395,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,40492.779236,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,41000.60331,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,41254.504915,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,42543.280299,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,43290.084455,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,44104.587979,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,45390.608319,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,45235.876097,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,43968.711838,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,44813.015419,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,44986.105454,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,45037.117584,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,45033.113989,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,45539.926488,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,46201.685914,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,46551.557232,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,47122.513143,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,47749.112365,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,48555.651667,,
"BEL","Belgique","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,45733.460759,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,38857.668956,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,39125.849532,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,39870.747806,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,40224.812056,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,41081.452087,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,41999.236162,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,42672.305303,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,43135.456585,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,43099.398601,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,41363.353509,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,42169.958884,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,43073.043625,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,43358.18746,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,43901.731679,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,44709.974015,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,44670.054383,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,44609.373404,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,45417.373581,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,46023.951787,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,46224.352209,,
"CAN","Canada","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,43375.834643,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,23369.78894,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,24194.712501,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,24630.950357,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,25511.453587,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,26725.830204,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,28414.532916,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,30241.130161,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,31752.335656,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,32270.821037,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,30586.624381,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,31254.653428,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,31867.18981,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,31579.081966,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,31560.282603,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,32231.081439,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,33909.30928,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,34696.158759,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,36405.974262,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,37447.774935,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,38427.283865,,
"CZE","République tchèque","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,36208.012875,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,45363.342825,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,45574.535188,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,45625.24814,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,45684.24397,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,46790.3474,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,47742.289906,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,49446.206732,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,49685.607143,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,49134.243219,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,46469.654355,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,47134.277087,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,47567.126032,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,47495.796995,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,47751.198646,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,48266.507,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,49058.142379,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,50235.017804,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,51329.969297,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,52089.171212,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,52658.083376,,
"DNK","Danemark","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,51492.683877,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,37615.221205,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,38509.197764,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,39071.714225,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,39759.826204,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,41226.866034,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,42228.332285,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,43760.541177,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,45884.392195,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,46029.151955,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,42110.456274,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,43253.588955,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,44150.573094,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,43326.896934,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,42738.866336,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,42399.7146,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,42490.211112,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,43567.153022,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,44852.705058,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,45298.109387,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2019","2019","USD","Dollar des États-Unis","0","Unités",,,45808.054368,,
"FIN","Finlande","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2020","2020","USD","Dollar des États-Unis","0","Unités",,,44724.214114,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2000","2000","USD","Dollar des États-Unis","0","Unités",,,37450.372478,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2001","2001","USD","Dollar des États-Unis","0","Unités",,,37916.240904,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2002","2002","USD","Dollar des États-Unis","0","Unités",,,38068.790553,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2003","2003","USD","Dollar des États-Unis","0","Unités",,,38111.413674,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2004","2004","USD","Dollar des États-Unis","0","Unités",,,38902.33218,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2005","2005","USD","Dollar des États-Unis","0","Unités",,,39253.219162,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2006","2006","USD","Dollar des États-Unis","0","Unités",,,39935.850053,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2007","2007","USD","Dollar des États-Unis","0","Unités",,,40652.384466,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2008","2008","USD","Dollar des États-Unis","0","Unités",,,40529.325787,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2009","2009","USD","Dollar des États-Unis","0","Unités",,,39163.379042,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2010","2010","USD","Dollar des États-Unis","0","Unités",,,39730.929181,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2011","2011","USD","Dollar des États-Unis","0","Unités",,,40403.85339,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2012","2012","USD","Dollar des États-Unis","0","Unités",,,40332.198992,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2013","2013","USD","Dollar des États-Unis","0","Unités",,,40355.646331,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2014","2014","USD","Dollar des États-Unis","0","Unités",,,40544.300549,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2015","2015","USD","Dollar des États-Unis","0","Unités",,,40829.893318,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2016","2016","USD","Dollar des États-Unis","0","Unités",,,41122.761488,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2017","2017","USD","Dollar des États-Unis","0","Unités",,,41886.432475,,
"FRA","France","T_GDPPOP","PIB par tête","VPVOB","USD, prix constants, PPA de 2015","2018","2018","USD","Dollar des États-Unis","0","Unités",,,42456.989251,,
